InvoiceNo;ProductName;ProductCode;CustomerID;Quantity;UnitPrice;Revenue;PaymentMethod;Country;InvoiceDate
INV100294;"USB Keyboard";P1002;10312;5;8.24;41.20;Unknown;Canada;1/27/2023
INV100295;Unknown;P1005;10267;6;220.99;1325.94;UPI;Canada;9/1/2024
INV100296;"USB-C Hub";P1008;10400;9;150.81;1357.29;"Net Banking";USA;11/15/2024
INV100297;"USB Keyboard";P1002;10045;5;118.03;590.15;UPI;Australia;9/25/2024
INV100298;"USB Keyboard";P1002;10192;2;54.05;108.10;"Debit Card";USA;12/29/2023
INV100299;"External Hard Drive";P1006;10281;3;31.65;94.95;"Debit Card";USA;1/6/2024
INV100300;"USB-C Hub";P1008;10163;5;251.94;1259.70;PayPal;France;1/11/2023
INV100301;"Laptop Stand";P1003;10309;1;217.85;217.85;"Net Banking";Australia;8/15/2023
INV100302;"Noise Cancelling Headphones";P1009;10245;2;122.01;244.02;UPI;USA;10/25/2024
INV100303;"USB Keyboard";P1002;10249;6;221.11;1326.66;Unknown;France;10/16/2023
INV100304;"LED Desk Lamp";P1010;10226;4;164.25;657.00;"Credit Card";France;4/11/2024
INV100305;"USB Keyboard";P1002;10364;4;20.17;80.68;"Debit Card";Australia;5/21/2024
INV100306;"External Hard Drive";P1006;10072;2;188.88;377.76;UPI;India;3/25/2024
INV100307;"Bluetooth Speaker";P1004;10216;9;108.70;978.30;PayPal;UK;10/2/2024
INV100308;"Noise Cancelling Headphones";P1009;10290;8;133.27;1066.16;"Debit Card";Canada;2/8/2023
INV100309;"Laptop Stand";P1003;10171;3;27.94;83.82;PayPal;France;4/18/2023
INV100310;"Wireless Mouse";P1001;10274;3;85.28;255.84;PayPal;Australia;6/7/2024
INV100311;"Webcam HD";P1005;10329;5;32.02;160.10;"Credit Card";Australia;1/17/2023
INV100312;"USB-C Hub";P1008;10317;9;136.57;1229.13;"Net Banking";UK;1/12/2023
INV100313;"Bluetooth Speaker";P1004;10080;8;228.73;1829.84;"Credit Card";India;10/22/2024
INV100314;"Laptop Stand";P1003;10024;7;218.61;1530.27;"Debit Card";Canada;7/19/2023
INV100315;"External Hard Drive";P1006;10058;2;149.38;298.76;"Net Banking";UK;10/16/2024
INV100316;"Laptop Stand";P1003;10287;9;283.50;2551.50;"Net Banking";USA;2/16/2023
INV100317;"USB Keyboard";P1002;10249;7;299.81;2098.67;"Net Banking";UK;3/27/2023
INV100318;"LED Desk Lamp";P1010;10006;7;15.01;105.07;UPI;France;9/20/2024
INV100319;"LED Desk Lamp";P1010;10314;9;61.82;556.38;"Net Banking";Canada;5/12/2024
INV100320;"USB-C Hub";P1008;10477;7;239.63;1677.41;PayPal;Germany;8/11/2023
INV100321;"USB-C Hub";P1008;10442;4;254.14;1016.56;UPI;India;2/6/2024
INV100322;"USB-C Hub";P1008;10151;7;15.92;111.44;PayPal;UK;6/8/2023
INV100323;"Wireless Mouse";P1001;10130;3;170.40;511.20;UPI;Australia;4/8/2023
INV100324;"Gaming Mousepad";P1007;10470;5;161.43;807.15;Unknown;USA;7/2/2023
INV100325;"Noise Cancelling Headphones";P1009;10003;7;98.01;686.07;UPI;Canada;5/11/2024
INV100326;"LED Desk Lamp";P1010;10015;6;99.03;594.18;UPI;Germany;6/10/2023
INV100327;"External Hard Drive";P1006;10033;2;12.20;24.40;PayPal;Canada;6/19/2023
INV100328;"Gaming Mousepad";P1007;10415;7;59.71;417.97;"Net Banking";UK;10/1/2023
INV100329;"Noise Cancelling Headphones";P1009;10445;3;25.66;76.98;PayPal;UK;1/29/2023
INV100330;"External Hard Drive";P1006;10235;1;123.57;123.57;PayPal;UK;9/2/2023
INV100331;"External Hard Drive";P1006;10376;9;176.32;1586.88;UPI;Canada;8/27/2023
INV100332;"USB-C Hub";P1008;10388;9;104.23;938.07;Unknown;Germany;12/6/2023
INV100333;"Webcam HD";P1005;10428;1;75.44;75.44;PayPal;India;1/3/2023
INV100334;Unknown;P1008;10145;8;89.74;717.92;PayPal;Canada;11/20/2023
INV100335;"Bluetooth Speaker";P1004;10398;5;17.42;87.10;PayPal;Australia;8/7/2024
INV100336;"Gaming Mousepad";P1007;10186;1;120.53;120.53;"Credit Card";Australia;5/20/2023
INV100337;"Bluetooth Speaker";P1004;10318;5;1357.64;6788.20;"Debit Card";Unknown;3/15/2024
INV100338;"Gaming Mousepad";P1007;10152;8;142.88;1143.04;"Credit Card";France;8/14/2023
INV100339;"Laptop Stand";P1003;10071;7;297.39;2081.73;PayPal;Germany;7/24/2024
INV100340;"Gaming Mousepad";P1007;10372;4;252.16;1008.64;PayPal;UK;11/6/2023
INV100341;"External Hard Drive";P1006;10106;3;156.24;468.72;UPI;France;11/26/2023
INV100342;"LED Desk Lamp";P1010;10258;2;118.31;236.62;"Debit Card";Unknown;5/20/2024
INV100343;"Webcam HD";P1005;10046;8;108.29;866.32;UPI;Germany;2/23/2023
INV100344;"USB-C Hub";P1008;10019;7;265.72;1860.04;UPI;UK;4/9/2023
INV100345;"USB Keyboard";P1002;10418;1;56.30;56.30;UPI;Germany;5/4/2024
INV100346;"Laptop Stand";P1003;10215;2;149.90;299.80;"Net Banking";UK;5/25/2023
INV100347;"Webcam HD";P1005;10380;3;245.67;737.01;PayPal;UK;4/30/2023
INV100348;"Webcam HD";P1005;10097;9;179.92;1619.28;"Credit Card";USA;12/23/2023
INV100349;"Noise Cancelling Headphones";P1009;10475;9;120.40;1083.60;"Net Banking";Unknown;9/26/2024
INV100350;"USB Keyboard";P1002;10169;9;18.09;162.81;"Net Banking";USA;11/28/2023
INV100351;"USB-C Hub";P1008;10260;9;102.07;918.63;UPI;UK;6/20/2024
INV100352;"Wireless Mouse";P1001;10327;2;125.49;250.98;"Credit Card";Canada;2/7/2023
INV100353;"Laptop Stand";P1003;10036;5;19.39;96.95;"Net Banking";India;3/29/2024
INV100354;"USB-C Hub";P1008;10039;5;297.49;1487.45;"Credit Card";UK;4/24/2023
INV100355;"Wireless Mouse";P1001;10039;3;248.28;744.84;UPI;UK;7/21/2024
INV100356;"USB-C Hub";P1008;10261;2;165.41;330.82;PayPal;USA;10/16/2023
INV100357;"USB-C Hub";P1008;10091;8;240.24;1921.92;"Net Banking";Australia;6/17/2023
INV100358;"Webcam HD";P1005;10268;1;51.42;51.42;PayPal;UK;11/11/2024
INV100359;"Bluetooth Speaker";P1004;10190;9;279.38;2514.42;"Net Banking";France;12/22/2023
INV100360;"Noise Cancelling Headphones";P1009;10234;6;60.82;364.92;"Net Banking";USA;5/13/2023
INV100363;"Bluetooth Speaker";P1004;10294;2;250.48;500.96;PayPal;Germany;6/7/2024
INV100364;"Webcam HD";P1005;10154;2;89.68;179.36;PayPal;UK;2/15/2023
INV100365;"Bluetooth Speaker";P1004;10222;1;170.15;170.15;PayPal;Australia;12/26/2023
INV100366;"External Hard Drive";P1006;10162;2;192.03;384.06;"Debit Card";Canada;12/31/2023
INV100367;"Bluetooth Speaker";P1004;10073;6;88.59;531.54;"Net Banking";Canada;3/30/2024
INV100368;"Noise Cancelling Headphones";P1009;10059;9;289.08;2601.72;PayPal;India;2/16/2024
INV100369;"Noise Cancelling Headphones";P1009;10403;5;35.24;176.20;PayPal;France;7/15/2023
INV100370;"USB-C Hub";P1008;10016;4;25.01;100.04;PayPal;India;7/11/2023
INV100371;"USB-C Hub";P1008;10473;6;214.03;1284.18;PayPal;Germany;1/22/2023
INV100372;"Wireless Mouse";P1001;10269;8;18.49;147.92;"Net Banking";India;11/2/2023
INV100373;"Webcam HD";P1005;10459;4;196.03;784.12;"Net Banking";India;1/16/2024
INV100374;"External Hard Drive";P1006;10133;7;24.36;170.52;"Net Banking";India;2/2/2023
INV100375;"Wireless Mouse";P1001;10481;3;79.49;238.47;"Net Banking";Australia;6/21/2024
INV100376;"External Hard Drive";P1006;10396;2;299.15;598.30;"Net Banking";Germany;4/9/2023
INV100377;"USB Keyboard";P1002;10074;9;53.27;479.43;UPI;Australia;6/6/2023
INV100378;"USB Keyboard";P1002;10461;4;252.78;1011.12;"Debit Card";Australia;11/17/2024
INV100379;"Wireless Mouse";P1001;10194;4;198.08;792.32;PayPal;Australia;6/22/2024
INV100380;"Gaming Mousepad";P1007;10091;1;289.15;289.15;"Debit Card";UK;3/15/2024
INV100381;"Webcam HD";P1005;10261;5;273.31;1366.55;"Net Banking";India;3/25/2023
INV100383;"USB Keyboard";P1002;10319;6;72.84;437.04;"Credit Card";France;6/12/2023
INV100384;"Bluetooth Speaker";P1004;10273;1;197.24;197.24;"Credit Card";USA;6/7/2024
INV100385;"Laptop Stand";P1003;10092;8;51.98;415.84;PayPal;Australia;10/18/2024
INV100386;"External Hard Drive";P1006;10173;5;50.33;251.65;UPI;USA;1/27/2023
INV100387;"Laptop Stand";P1003;10348;2;229.50;459.00;"Credit Card";UK;1/22/2024
INV100388;"Noise Cancelling Headphones";P1009;10386;5;273.99;1369.95;"Net Banking";Australia;1/13/2024
INV100389;"Noise Cancelling Headphones";P1009;10221;4;239.98;959.92;"Net Banking";Australia;6/2/2023
INV100390;"Noise Cancelling Headphones";P1009;10339;7;41.93;293.51;"Debit Card";Germany;8/24/2023
INV100391;"Noise Cancelling Headphones";P1009;10116;4;169.73;678.92;"Debit Card";Australia;5/15/2024
INV100392;"USB-C Hub";P1008;10063;2;240.28;480.56;PayPal;Canada;1/30/2024
INV100393;"Laptop Stand";P1003;10477;1;8.43;8.43;"Net Banking";India;10/1/2023
INV100394;"External Hard Drive";P1006;10165;2;146.58;293.16;"Net Banking";UK;8/29/2024
INV100395;"LED Desk Lamp";P1010;10424;9;258.74;2328.66;PayPal;France;4/12/2023
INV100396;"Noise Cancelling Headphones";P1009;10087;8;218.66;1749.28;"Credit Card";UK;11/21/2024
INV100397;"Bluetooth Speaker";P1004;10159;9;76.40;687.60;"Net Banking";France;2/15/2023
INV100398;"Bluetooth Speaker";P1004;10160;6;187.36;1124.16;PayPal;USA;10/21/2024
INV100399;"External Hard Drive";P1006;10224;8;7.88;63.04;UPI;UK;1/2/2023
INV100400;"Webcam HD";P1005;10115;1;265.35;265.35;"Net Banking";France;8/11/2024
INV100401;"External Hard Drive";P1006;10358;6;100.02;600.12;"Debit Card";Canada;6/15/2023
INV100402;"Laptop Stand";P1003;10304;2;1164.73;2329.46;"Net Banking";Australia;3/3/2024
INV100403;"Webcam HD";P1005;10389;8;192.75;1542.00;"Debit Card";France;9/26/2024
INV100404;"USB-C Hub";P1008;10222;9;281.18;2530.62;"Net Banking";France;12/25/2023
INV100405;"USB-C Hub";P1008;10327;9;214.17;1927.53;PayPal;USA;9/21/2023
INV100406;"USB-C Hub";P1008;10317;2;189.46;378.92;PayPal;India;3/25/2023
INV100407;"Wireless Mouse";P1001;10387;7;199.94;1399.58;"Credit Card";India;7/27/2023
INV100408;"Gaming Mousepad";P1007;10382;6;246.10;1476.60;"Credit Card";USA;2/14/2024
INV100409;"Bluetooth Speaker";P1004;10361;3;17.02;51.06;PayPal;Australia;11/30/2024
INV100410;"USB-C Hub";P1008;10011;2;22.80;45.60;"Credit Card";Germany;3/28/2023
INV100411;"Wireless Mouse";P1001;10146;9;262.18;2359.62;PayPal;India;5/2/2023
INV100412;"Gaming Mousepad";P1007;10391;7;143.70;1005.90;PayPal;India;11/15/2024
INV100413;"Laptop Stand";P1003;10306;7;132.93;930.51;UPI;UK;10/15/2023
INV100414;"Gaming Mousepad";P1007;10036;2;11.15;22.30;"Debit Card";USA;10/23/2024
INV100415;"Webcam HD";P1005;10411;8;292.56;2340.48;"Credit Card";France;10/4/2024
INV100416;"USB Keyboard";P1002;10437;3;205.67;617.01;"Credit Card";Australia;4/3/2023
INV100417;"Laptop Stand";P1003;10441;1;252.93;252.93;PayPal;UK;6/8/2023
INV100418;"USB Keyboard";P1002;10219;8;130.52;1044.16;PayPal;France;5/30/2024
INV100419;"USB-C Hub";P1008;10176;4;153.93;615.72;PayPal;UK;7/15/2024
INV100420;"LED Desk Lamp";P1010;10249;3;175.71;527.13;"Debit Card";India;2/24/2024
INV100421;"LED Desk Lamp";P1010;10334;5;121.68;608.40;UPI;India;7/31/2024
INV100422;"Laptop Stand";P1003;10425;2;238.92;477.84;PayPal;Australia;10/22/2023
INV100423;Unknown;P1006;10124;3;179.74;539.22;"Credit Card";Australia;9/3/2023
INV100424;"Noise Cancelling Headphones";P1009;10020;3;188.78;566.34;"Credit Card";USA;7/5/2024
INV100425;"External Hard Drive";P1006;10099;1;43.81;43.81;UPI;France;6/3/2024
INV100426;"Wireless Mouse";P1001;10333;7;191.60;1341.20;UPI;USA;6/9/2024
INV100427;"Noise Cancelling Headphones";P1009;10317;2;58.39;116.78;"Net Banking";Australia;7/6/2024
INV100428;"USB Keyboard";P1002;10013;6;261.87;1571.22;"Credit Card";India;9/14/2024
INV100429;"Webcam HD";P1005;10129;8;175.93;1407.44;"Net Banking";Australia;3/25/2023
INV100430;"External Hard Drive";P1006;10065;7;53.24;372.68;UPI;Germany;1/28/2023
INV100431;"Webcam HD";P1005;10423;3;198.74;596.22;PayPal;Canada;3/24/2024
INV100432;Unknown;P1009;10286;8;122.01;976.08;PayPal;India;10/30/2023
INV100434;"USB Keyboard";P1002;10263;9;132.11;1188.99;PayPal;USA;10/3/2023
INV100435;"Noise Cancelling Headphones";P1009;10120;1;79.50;79.50;UPI;UK;10/11/2023
INV100436;"USB-C Hub";P1008;10164;5;110.24;551.20;"Net Banking";UK;7/23/2023
INV100437;"USB Keyboard";P1002;10311;1;254.03;254.03;PayPal;Germany;7/9/2024
INV100438;"LED Desk Lamp";P1010;10129;6;65.72;394.32;UPI;Germany;11/30/2023
INV100439;"LED Desk Lamp";P1010;10281;9;161.70;1455.30;PayPal;Germany;1/20/2023
INV100440;"Laptop Stand";P1003;10484;1;41.02;41.02;UPI;Germany;7/17/2023
INV100441;"Laptop Stand";P1003;10496;5;31.12;155.60;Unknown;Australia;6/10/2023
INV100442;"LED Desk Lamp";P1010;10275;3;17.26;51.78;"Net Banking";France;5/4/2024
INV100443;"External Hard Drive";P1006;10298;5;146.57;732.85;"Debit Card";Canada;9/8/2023
INV100444;"Noise Cancelling Headphones";P1009;10038;2;100.32;200.64;"Net Banking";USA;7/4/2023
INV100445;"Webcam HD";P1005;10406;8;157.10;1256.80;"Net Banking";France;6/27/2023
INV100446;"USB-C Hub";P1008;10125;6;46.20;277.20;"Net Banking";USA;1/19/2024
INV100447;"Gaming Mousepad";P1007;10007;4;212.88;851.52;PayPal;Germany;1/10/2024
INV100448;"Noise Cancelling Headphones";P1009;10351;2;60.56;121.12;UPI;India;10/30/2024
INV100449;"Noise Cancelling Headphones";P1009;10174;6;261.10;1566.60;UPI;USA;3/27/2023
INV100450;"Laptop Stand";P1003;10217;2;200.18;400.36;"Net Banking";Australia;4/29/2023
INV100452;"Noise Cancelling Headphones";P1009;10301;8;231.71;1853.68;"Net Banking";USA;12/11/2023
INV100453;"External Hard Drive";P1006;10286;4;204.57;818.28;"Debit Card";Canada;5/27/2023
INV100454;"External Hard Drive";P1006;10089;5;201.76;1008.80;"Credit Card";India;12/27/2023
INV100455;"Laptop Stand";P1003;10072;2;299.83;599.66;"Net Banking";Canada;7/28/2024
INV100456;"External Hard Drive";P1006;10268;1;125.04;125.04;"Credit Card";UK;11/18/2024
INV100458;"Laptop Stand";P1003;10493;4;196.90;787.60;"Debit Card";Canada;4/12/2023
INV100459;"External Hard Drive";P1006;10481;4;201.94;807.76;"Debit Card";Germany;3/29/2024
INV100461;"USB-C Hub";P1008;10088;1;40.46;40.46;UPI;USA;3/30/2024
INV100462;"USB Keyboard";P1002;10198;5;100.75;503.75;UPI;UK;3/17/2023
INV100463;"Bluetooth Speaker";P1004;10472;5;117.22;586.10;UPI;Canada;8/27/2024
INV100464;"LED Desk Lamp";P1010;10290;1;75.08;75.08;"Net Banking";UK;5/11/2024
INV100465;"LED Desk Lamp";P1010;10461;6;26.59;159.54;PayPal;Canada;9/13/2024
INV100466;"USB Keyboard";P1002;10084;2;141.73;283.46;"Debit Card";India;1/3/2023
INV100467;"External Hard Drive";P1006;10411;8;158.13;1265.04;PayPal;USA;3/29/2024
INV100468;"Gaming Mousepad";P1007;10011;5;245.06;1225.30;"Debit Card";Unknown;10/26/2024
INV100469;"Noise Cancelling Headphones";P1009;10462;5;122.65;613.25;"Net Banking";France;10/20/2023
INV100471;"Gaming Mousepad";P1007;10492;2;216.07;432.14;"Net Banking";Australia;3/2/2024
INV100472;"Gaming Mousepad";P1007;10302;5;62.75;313.75;"Credit Card";Canada;12/2/2023
INV100473;"Bluetooth Speaker";P1004;10270;5;269.92;1349.60;"Net Banking";USA;2/20/2023
INV100474;"LED Desk Lamp";P1010;10274;4;280.66;1122.64;PayPal;India;4/14/2024
INV100475;"USB Keyboard";P1002;10051;2;54.07;108.14;"Credit Card";Canada;1/8/2024
INV100476;"USB-C Hub";P1008;10419;3;176.37;529.11;"Debit Card";France;4/16/2023
INV100477;"Webcam HD";P1005;10131;2;122.97;245.94;"Credit Card";France;8/11/2024
INV100478;"USB-C Hub";P1008;10350;9;159.13;1432.17;PayPal;USA;9/20/2023
INV100479;"External Hard Drive";P1006;10446;7;159.92;1119.44;"Debit Card";Canada;8/5/2024
INV100480;"Bluetooth Speaker";P1004;10297;8;239.06;1912.48;UPI;Canada;3/20/2024
INV100481;"LED Desk Lamp";P1010;10373;8;289.06;2312.48;PayPal;UK;3/27/2024
INV100482;"Webcam HD";P1005;10375;7;245.65;1719.55;"Credit Card";France;6/21/2023
INV100483;"Laptop Stand";P1003;10213;7;193.21;1352.47;"Debit Card";UK;10/4/2023
INV100484;"Laptop Stand";P1003;10471;9;239.15;2152.35;"Net Banking";France;1/10/2023
INV100485;"USB-C Hub";P1008;10151;9;252.76;2274.84;"Net Banking";Germany;8/6/2024
INV100486;"USB Keyboard";P1002;10067;1;74.88;74.88;UPI;Canada;10/20/2023
INV100487;"External Hard Drive";P1006;10059;2;220.93;441.86;"Credit Card";France;9/3/2024
INV100488;"USB-C Hub";P1008;10402;7;201.93;1413.51;PayPal;France;5/26/2023
INV100489;"Gaming Mousepad";P1007;10241;4;49.16;196.64;UPI;UK;3/14/2024
INV100490;"Webcam HD";P1005;10107;5;54.56;272.80;UPI;Germany;4/27/2024
INV100491;"Wireless Mouse";P1001;10464;2;144.50;289.00;"Credit Card";India;10/22/2024
INV100493;"Webcam HD";P1005;10456;7;166.28;1163.96;UPI;Australia;10/11/2024
INV100494;"Webcam HD";P1005;10290;9;151.55;1363.95;"Net Banking";India;11/16/2023
INV100495;"Webcam HD";P1005;10373;7;210.07;1470.49;"Credit Card";India;7/7/2024
INV100496;"Wireless Mouse";P1001;10486;7;218.73;1531.11;"Net Banking";Canada;4/3/2024
INV100497;"Wireless Mouse";P1001;10101;8;1416.44;11331.52;"Net Banking";France;8/6/2023
INV100498;"Laptop Stand";P1003;10231;7;232.92;1630.44;"Credit Card";France;2/5/2023
INV100499;"USB Keyboard";P1002;10135;5;268.79;1343.95;"Debit Card";France;3/14/2023
INV100500;"Laptop Stand";P1003;10486;1;71.86;71.86;"Net Banking";USA;2/29/2024
INV100501;"External Hard Drive";P1006;10443;4;135.51;542.04;PayPal;Germany;10/3/2024
INV100502;"USB-C Hub";P1008;10148;5;25.63;128.15;"Credit Card";France;6/9/2023
INV100503;"LED Desk Lamp";P1010;10066;8;264.62;2116.96;"Debit Card";France;7/15/2024
INV100504;"Bluetooth Speaker";P1004;10258;6;73.09;438.54;PayPal;Canada;2/27/2023
INV100505;"Webcam HD";P1005;10257;6;202.50;1215.00;UPI;Australia;6/21/2023
INV100506;"Bluetooth Speaker";P1004;10470;6;169.55;1017.30;"Credit Card";UK;12/20/2023
INV100507;"Bluetooth Speaker";P1004;10035;4;22.74;90.96;"Credit Card";Canada;3/17/2024
INV100508;"Noise Cancelling Headphones";P1009;10302;5;56.71;283.55;"Debit Card";UK;10/14/2023
INV100509;"Gaming Mousepad";P1007;10445;9;55.29;497.61;"Debit Card";Australia;9/9/2024
INV100511;"Webcam HD";P1005;10029;8;239.66;1917.28;PayPal;Germany;10/17/2024
INV100512;"Webcam HD";P1005;10117;7;122.80;859.60;"Net Banking";Australia;4/14/2023
INV100513;"USB Keyboard";P1002;10363;5;222.47;1112.35;UPI;India;9/5/2023
INV100514;"USB Keyboard";P1002;10083;1;253.40;253.40;UPI;Canada;5/29/2023
INV100515;"Gaming Mousepad";P1007;10230;6;80.83;484.98;"Credit Card";Australia;3/31/2024
INV100516;"Webcam HD";P1005;10037;1;184.50;184.50;"Debit Card";India;4/4/2024
INV100517;"USB Keyboard";P1002;10291;4;214.08;856.32;UPI;India;10/15/2024
INV100518;"Laptop Stand";P1003;10360;1;72.07;72.07;"Net Banking";USA;7/31/2024
INV100519;"External Hard Drive";P1006;10330;5;107.16;535.80;UPI;USA;3/24/2024
INV100520;"Laptop Stand";P1003;10153;3;122.11;366.33;"Credit Card";India;2/11/2024
INV100521;"External Hard Drive";P1006;10418;4;262.63;1050.52;PayPal;Australia;9/19/2023
INV100522;"USB Keyboard";P1002;10315;6;151.60;909.60;PayPal;France;12/8/2023
INV100523;"Laptop Stand";P1003;10238;5;120.36;601.80;"Credit Card";Canada;1/12/2023
INV100525;"Wireless Mouse";P1001;10133;8;162.08;1296.64;"Credit Card";France;4/6/2024
INV100526;"Noise Cancelling Headphones";P1009;10072;3;238.06;714.18;UPI;USA;6/9/2024
INV100527;"Bluetooth Speaker";P1004;10418;5;11.75;58.75;PayPal;India;5/10/2023
INV100528;"External Hard Drive";P1006;10024;2;287.41;574.82;PayPal;USA;9/23/2023
INV100529;"Wireless Mouse";P1001;10163;2;44.09;88.18;UPI;UK;10/16/2023
INV100530;"External Hard Drive";P1006;10380;1;183.84;183.84;PayPal;UK;8/26/2023
INV100531;Unknown;P1005;10140;4;153.26;613.04;"Debit Card";Germany;1/25/2023
INV100533;"Bluetooth Speaker";P1004;10287;4;28.59;114.36;Unknown;India;1/12/2023
INV100534;"Wireless Mouse";P1001;10389;4;134.66;538.64;"Credit Card";UK;3/22/2024
INV100535;"Bluetooth Speaker";P1004;10286;2;196.81;393.62;"Debit Card";India;4/11/2024
INV100536;"Webcam HD";P1005;10129;3;171.51;514.53;Unknown;Canada;12/11/2023
INV100537;"External Hard Drive";P1006;10462;2;22.05;44.10;"Debit Card";Canada;2/25/2023
INV100538;"Gaming Mousepad";P1007;10148;9;131.95;1187.55;"Debit Card";USA;4/9/2023
INV100539;"Webcam HD";P1005;10370;9;235.90;2123.10;UPI;Australia;5/8/2024
INV100540;"External Hard Drive";P1006;10259;7;209.19;1464.33;PayPal;USA;8/31/2024
INV100541;"USB Keyboard";P1002;10358;4;299.03;1196.12;"Credit Card";Germany;4/11/2023
INV100542;"Noise Cancelling Headphones";P1009;10123;4;56.26;225.04;UPI;Germany;2/24/2024
INV100543;"USB Keyboard";P1002;10484;6;130.69;784.14;PayPal;Australia;3/4/2023
INV100544;"Wireless Mouse";P1001;10006;4;124.42;497.68;"Debit Card";Australia;4/27/2024
INV100545;"External Hard Drive";P1006;10132;6;249.12;1494.72;"Debit Card";France;8/20/2024
INV100546;"Wireless Mouse";P1001;10245;7;127.77;894.39;"Debit Card";Canada;2/9/2024
INV100547;"USB Keyboard";P1002;10470;6;81.64;489.84;"Credit Card";India;10/11/2024
INV100548;"Bluetooth Speaker";P1004;10012;8;162.92;1303.36;"Credit Card";Australia;3/6/2023
INV100549;"LED Desk Lamp";P1010;10212;5;251.12;1255.60;"Debit Card";India;5/7/2024
INV100550;"USB-C Hub";P1008;10159;5;241.45;1207.25;UPI;France;6/22/2023
INV100551;"USB Keyboard";P1002;10187;4;114.57;458.28;"Net Banking";Canada;5/11/2024
INV100552;"Gaming Mousepad";P1007;10116;5;254.09;1270.45;"Debit Card";UK;7/2/2023
INV100553;"Laptop Stand";P1003;10251;4;260.07;1040.28;PayPal;Canada;9/15/2024
INV100554;"LED Desk Lamp";P1010;10412;2;145.43;290.86;"Net Banking";Canada;3/11/2024
INV100555;"Wireless Mouse";P1001;10396;6;120.76;724.56;PayPal;Australia;7/7/2024
INV100556;"Bluetooth Speaker";P1004;10119;1;286.82;286.82;UPI;Germany;1/17/2023
INV100557;"USB-C Hub";P1008;10059;9;283.14;2548.26;UPI;Canada;5/10/2023
INV100558;"Gaming Mousepad";P1007;10276;1;253.06;253.06;UPI;India;8/20/2023
INV100559;"Wireless Mouse";P1001;10432;7;199.51;1396.57;"Debit Card";Canada;7/19/2023
INV100560;"Laptop Stand";P1003;10466;1;24.66;24.66;"Credit Card";France;6/22/2023
INV100561;"Bluetooth Speaker";P1004;10086;5;222.54;1112.70;"Debit Card";France;3/24/2024
INV100562;"Laptop Stand";P1003;10086;5;19.11;95.55;PayPal;UK;7/19/2023
INV100563;"Wireless Mouse";P1001;10482;1;26.26;26.26;PayPal;USA;2/12/2024
INV100564;"Bluetooth Speaker";P1004;10276;8;15.49;123.92;UPI;Canada;5/28/2023
INV100565;"Laptop Stand";P1003;10227;8;109.21;873.68;"Credit Card";USA;1/1/2024
INV100566;"Noise Cancelling Headphones";P1009;10498;4;233.52;934.08;"Debit Card";France;1/26/2024
INV100567;"External Hard Drive";P1006;10260;3;56.36;169.08;"Credit Card";UK;9/18/2023
INV100568;Unknown;P1001;10137;6;230.49;1382.94;PayPal;India;11/16/2023
INV100569;"External Hard Drive";P1006;10219;6;29.37;176.22;PayPal;Germany;1/3/2024
INV100570;"USB Keyboard";P1002;10408;1;92.16;92.16;"Net Banking";Australia;12/26/2023
INV100571;"USB-C Hub";P1008;10291;9;117.67;1059.03;PayPal;Australia;7/14/2024
INV100572;"External Hard Drive";P1006;10216;4;233.52;934.08;UPI;UK;6/18/2023
INV100574;"LED Desk Lamp";P1010;10159;8;38.62;308.96;"Debit Card";Canada;11/23/2024
INV100575;"LED Desk Lamp";P1010;10423;2;42.79;85.58;"Debit Card";India;9/30/2023
INV100576;"External Hard Drive";P1006;10487;2;71.26;142.52;UPI;India;10/26/2024
INV100577;"USB-C Hub";P1008;10287;9;2095.17;18856.53;UPI;UK;6/21/2023
INV100578;"USB Keyboard";P1002;10031;3;266.64;799.92;"Debit Card";Germany;5/2/2023
INV100579;"Gaming Mousepad";P1007;10430;7;264.38;1850.66;"Net Banking";India;8/21/2023
INV100580;"LED Desk Lamp";P1010;10125;2;192.64;385.28;"Credit Card";India;10/22/2024
INV100581;"Webcam HD";P1005;10134;8;225.72;1805.76;"Debit Card";UK;8/26/2023
INV100582;"Gaming Mousepad";P1007;10255;7;198.57;1389.99;UPI;India;7/22/2023
INV100583;"LED Desk Lamp";P1010;10021;6;227.19;1363.14;"Debit Card";Germany;12/11/2023
INV100584;"LED Desk Lamp";P1010;10462;2;36.84;73.68;"Debit Card";USA;8/1/2023
INV100585;"Gaming Mousepad";P1007;10462;4;246.25;985.00;UPI;Unknown;8/29/2024
INV100586;"Webcam HD";P1005;10460;3;49.45;148.35;"Net Banking";France;2/13/2023
INV100588;"USB-C Hub";P1008;10022;3;92.78;278.34;"Credit Card";UK;1/19/2023
INV100589;"USB-C Hub";P1008;10127;7;175.27;1226.89;UPI;Germany;10/8/2023
INV100590;"USB Keyboard";P1002;10185;5;52.22;261.10;UPI;Germany;12/28/2023
INV100591;"Laptop Stand";P1003;10002;8;77.77;622.16;UPI;USA;9/18/2023
INV100592;"LED Desk Lamp";P1010;10223;1;86.98;86.98;UPI;India;4/27/2024
INV100593;"Noise Cancelling Headphones";P1009;10404;2;65.19;130.38;"Net Banking";India;1/10/2023
INV100594;"Noise Cancelling Headphones";P1009;10424;7;186.42;1304.94;PayPal;Germany;3/7/2023
INV100595;"Bluetooth Speaker";P1004;10233;9;168.50;1516.50;"Credit Card";Australia;8/20/2024
